,name,length,oneway,lanes,maxspeed
659,Mountjoy Street,757.9539999999998,False,,
660,Mountjoy Street Middle,216.19199999999998,True,,
661,Mountshannon Road,431.13200000000006,False,,
662,Muckross Parade,151.682,False,,
663,Mullinahack,77.426,False,,
664,Munster Street,196.97500000000002,True,,
665,Murtagh Road,306.02,False,,
666,Myrtle Street,170.88,False,,
667,Nassau Street,233.92399999999998,True,,
668,Navan Road,556.97,True,,
669,Nelson Street,162.046,True,1,30
670,New Bride Street,437.39200000000005,False,,
671,New Church Street,169.152,False,,
672,New Ireland Road,1281.396,False,2,30
673,New Row South,236.86999999999998,True,2,50
674,New Street Gardens,316.156,False,2,30
675,New Street North,149.68200000000002,False,2,30
676,New Street South,584.763,True,2,30
677,Newcomen Avenue,212.506,False,2,30
678,Newcomen Bridge,92.792,False,2,30
679,Newgrange Road,709.7940000000001,False,2,30
680,Newmarket,447.5640000000001,True,1,30
681,Newmarket Street,408.215,False,1,30
682,Newport Street,234.34199999999998,True,1,30
683,Niall Street,368.49,False,1,30
684,Nicholas Avenue,81.41,True,2,30
685,Nicholas Street,362.308,True,1,30
686,Noel Purcell Walk,90.142,True,2,30
687,Norfolk Road,471.47799999999995,False,1,30
688,Norseman Place,374.626,False,2,50
689,North Circular Road,7016.539999999998,True,1,30
690,North Frederick Street,300.244,False,2,50
691,North Great Clarence Street,344.5799999999999,False,2,50
692,North Great George's Street,506.09499999999997,True,2,50
693,North King Street,1147.1640000000002,True,2,50
694,North Lotts,450.346,False,1,30
695,North Richmond Street,263.86,False,2,50
696,North Strand Road,1283.9550000000004,True,2,50
697,North Wall Quay,689.224,False,2,30
698,Nortons Avenue,171.202,False,2,30
699,Nottingham Street,354.35,False,2,30
700,O'Carolan Road,243.8,False,1,30
701,O'Connell Avenue,254.404,False,2,30
702,O'Connell Bridge,150.001,True,2,30
703,O'Connell Street Lower,899.1690000000001,True,2,50
704,O'Connell Street Upper,250.33099999999996,True,2,50
705,O'Curry Avenue,317.564,False,2,30
706,O'Curry Road,527.4820000000001,False,2,30
707,O'Devaney Gardens,1097.634,False,2,30
708,O'Donovan Road,252.28199999999998,False,2,30
709,O'Donovan Rossa Bridge,63.817,True,2,30
710,O'Quinn Avenue,154.78199999999998,False,1,30
711,O'Reilly Avenue,241.08400000000006,False,1,30
712,O'Sullivan Avenue,198.358,False,1,30
713,Offaly Road,818.132,False,2,30
714,Olaf Road,224.014,False,,
715,Old Cabra Road,1712.2920000000004,True,3,30
716,Old Kilmainham,494.778,False,1,30
717,Old Mill Court,38.762,False,1,30
718,Oliver Bond Street,489.14,False,1,30
719,Orchard Road,383.8,False,1,30
720,Oriel Hall,123.238,False,1,30
721,Oriel Street Lower,549.162,False,1,30
722,Oriel Street Upper,402.60200000000003,False,1,30
723,Ormond Quay Lower,315.691,True,1,30
724,Ormond Quay Upper,259.949,True,1,30
725,Ormond Square,596.3720000000001,False,1,30
726,Ormond Street,168.288,False,1,30
727,Oscar Square,774.0469999999999,True,2,30
728,Ossory Road,250.67,False,2,50
729,Ostman Place,252.582,False,2,50
730,Our Lady's Close,56.734,False,2,30
731,Our Lady's Road,416.97,False,2,50
732,Ovoca Road,424.586,False,2,50
733,Owen's Avenue,154.05,False,2,50
734,Oxmantown Lane,235.132,False,2,50
735,Oxmantown Road,877.6400000000001,False,1,30
736,Park View,307.898,False,,
737,Parkgate Street,576.329,True,,
738,Parliament Street,138.054,True,2,30
739,Parnell Square East,57.47500000000001,True,2,50
740,Parnell Square North,234.664,True,,
741,Parnell Square West,259.026,True,,
742,Parnell Street,1752.0480000000002,True,3,50
743,Patrick Heeney Crescent,87.96099999999998,True,,
744,Patrick Street,584.4309999999999,True,,
745,Paul Street,216.55200000000002,False,2,50
746,Pearse Grove,133.71999999999997,False,2,30
747,Pearse Square,619.14,False,2,30
748,Pearse Square West,29.416,False,2,30
749,Pearse Street,1497.2090000000003,True,,
750,Pembroke Street Lower,173.911,True,,
751,Pembroke Street Upper,166.306,True,,
752,Percy Place,718.6419999999999,False,,
753,Peter Street,311.538,False,3,50
754,Peter's Row,134.887,True,3,50
755,Peterson's Court,101.534,False,2,30
756,Petrie Road,199.76800000000003,False,2,30
757,Phibsborough,370.437,False,2,30
758,Phibsborough Avenue,178.622,False,,
759,Phibsborough Road,2107.1420000000003,False,,
760,Phoenix Court,148.804,False,,
761,Phoenix Manor,30.194,False,,
762,Phoenix Street North,92.159,True,,
763,Pim Street,303.536,False,,
764,Pimlico,511.076,False,3,50
765,Pimlico Cottages,74.138,False,3,50
766,Pinehurst,724.94,False,2,30
767,Pleasants Street,237.97199999999998,True,1,30
768,Poolbeg Street,212.269,True,2,30
769,Poole Street,180.08,False,2,50
770,Poplar Row,484.4,False,,
771,Portland Close,95.17599999999999,False,2,30
772,Portland Court,88.03200000000001,False,2,30
773,Portland Place,468.57800000000003,False,2,30
774,Portland Row,655.7900000000001,False,2,30
775,Portland Street North,446.31399999999996,False,2,30
776,Portmahon Drive,225.23,False,1,30
777,Power's Court,289.31600000000003,False,1,30
778,Power's Square,68.952,False,2,30
779,Powerscourt,104.924,True,2,30
780,Prebend Street,66.584,False,2,30
781,Preston Street,112.718,False,2,30
782,Price's Lane,105.477,True,2,30
783,Primrose Avenue,280.624,False,2,30
784,Primrose Street,266.40399999999994,False,2,30
785,Prince's Street North,309.948,False,,
786,Prince's Street South,161.647,True,2,30
787,Prussia Street,998.5360000000001,False,2,30
788,Quarry Road,1154.068,False,2,30
789,Queen Street,359.62999999999994,True,,
790,Railway Street,866.5639999999999,False,,
791,Rainsford Avenue,96.54,False,1,30
792,Rainsford Street,277.016,False,2,30
793,Rathdown Road,827.9199999999998,False,2,30
794,Rathdown Square,32.686,False,3,30
795,Ratoath Road,308.968,False,3,30
796,Red Cow Lane,181.146,False,,
797,Redmonds Hill,176.35399999999998,False,3,30
798,Reginald Square,93.258,False,3,30
799,Reginald Street,135.80700000000002,True,1,30
800,Reilly's Avenue,167.45600000000002,False,2,30
801,Reuben Avenue,168.528,False,1,30
802,Reuben Street,1002.44,False,,
803,Reuben Walk,596.684,False,1,30
804,Rialto Buildings,307.552,False,1,30
805,Rialto Cottages,1268.008,False,1,30
806,Rialto Drive,176.076,False,3,30
807,Rialto Street,507.3240000000001,False,3,30
808,Richmond Avenue,149.974,False,2,30
809,Richmond Cottages,179.414,False,1,30
810,Richmond Cottages North,135.41700000000003,True,,
811,Richmond Cresant,32.056,False,,
812,Richmond Crescent,76.616,False,,
813,Richmond Parade,95.652,False,,
814,Richmond Road,257.564,False,2,30
815,Robert Emmet Close,248.65800000000002,False,1,30
816,Robert Street,359.85699999999997,False,2,30
817,Robinson's Court,143.328,False,2,30
818,Rory O'More Bridge,55.448,True,,
819,Rosedale Terrace,103.19999999999999,False,,
820,Rosemount Road,202.73399999999998,False,,
821,Ross Road,143.003,True,2,30
822,Ross Street,273.142,False,,
823,Rostrevor Court,121.596,False,1,30
824,Rostrevor Terrace,85.218,False,1,30
825,Royal Canal Bank,1475.19,True,2,30
826,Royal Canal Terrace,360.778,False,2,30
827,Royse Road,200.678,False,1,30
828,Russell Avenue,603.138,False,1,30
829,Russell Street,665.248,False,1,30
830,Rutland Cottages,159.452,False,1,30
831,Rutland Court,244.29399999999998,False,1,30
832,Rutland Place North,352.11400000000003,False,1,30
833,Rutland Street Lower,415.89,False,1,30
834,Rutledge Terrace,271.786,False,,
835,Ryder's Row,96.61500000000001,True,4,50
836,Sackville Avenue,339.578,False,4,50
837,Sackville Gardens,140.038,False,,
838,Sackville Place,131.713,True,2,30
839,Saint Andrew Street,171.32999999999998,True,2,30
840,Saint Anthony's Road,651.132,False,2,30
841,Saint Benedict's Gardens,191.99,False,,
842,Saint Bricin's Park,510.09000000000003,False,2,50
843,Saint David's Terrace,93.643,True,2,50
844,Saint Georges Avenue,238.71800000000002,False,3,50
845,Saint Ignatius Avenue,123.564,False,1,30
846,Saint Ignatius Road,694.868,False,2,50
847,Saint James' Avenue,396.50199999999995,False,2,50
848,Saint James's Avenue,65.94,True,2,50
849,Saint Joseph's Parade,395.36599999999993,False,2,50
850,Saint Joseph's Place,480.944,False,3,50
851,Saint Joseph's Road,286.534,False,2,50
852,Saint Joseph's Street,199.892,False,2,30
853,Saint Joseph's Terrace,68.656,False,,
854,Saint Josephs Avenue,253.48000000000002,False,2,50
855,Saint Josephs Place,180.88800000000003,False,1,30
856,Saint Kevin's Cottages,368.53600000000006,False,3,50
857,Saint Kevin's Parade,356.84799999999996,True,,
858,Saint Laurance Place,73.61,False,,
859,Saint Laurence Place East,180.264,False,,
860,Saint Margaret's Avenue,264.68399999999997,False,4,50
861,Saint Margaret's Terrace,183.52,False,2,50
862,Saint Mary's Avenue North,87.494,False,2,50
863,Saint Mary's Place,63.262,True,3,50
864,Saint Mary's Place North,155.868,True,2,30
865,Saint Mary's Terrace,342.454,False,2,30
866,Saint Michael's Place,64.792,False,2,30
867,Saint Michan's Street,133.439,True,2,30
868,Saint Patrick's Avenue,127.422,False,2,30
869,Saint Patrick's Place,66.414,False,2,30
870,Saint Patrick's Terrace,147.776,False,,
871,Saint Peter's Road,506.964,False,2,30
872,Saint Peter's Square,61.8,False,,
873,Saint Thomas' Road,679.2760000000001,False,3,50
874,Saint Vincent Street North,147.69,False,3,50
875,Samuel Beckett Bridge,375.502,True,2,30
876,Sandford Gardens,226.428,False,2,30
877,Sandford Park,92.008,False,1,30
878,Sandwith Street Lower,263.9,True,2,30
879,Sandwith Street Upper,478.7579999999999,False,2,30
880,Sarsfield Quay,92.903,True,2,30
881,Sarsfield Street,177.462,False,2,30
882,School Street,287.726,False,2,30
883,Sean Mac Dermott Street Upper,206.31,False,,
884,Sean MacDermott Street Lower,870.22,False,2,50
885,Sean O'Casey Avenue,308.532,False,2,50
886,Second Avenue,136.108,False,1,30
887,Setanta Place,125.566,True,1,30
888,Seville Place,1168.1080000000002,False,1,30
889,Seville Terrace,283.72,False,1,30
890,Shamrock Cottages,109.068,False,1,30
891,Shamrock Place,75.75,False,1,30
892,Shamrock Street,163.83,False,1,30
893,Shamrock Terrace,247.03199999999998,False,1,30
894,Shandon Road,156.05200000000002,False,1,30
895,Shannon Terrace,104.562,False,2,30
896,Shaw Street,120.999,True,2,30
897,Shea's Court,259.23199999999997,False,1,30
898,Sheriff Street Lower,1345.2119999999998,False,1,30
899,Sherrard Avenue,185.862,False,1,30
900,Sherrard Court,67.914,False,1,30
901,Sherrard Street Lower,370.75800000000004,False,1,30
902,Sherrard Street Upper,161.855,True,1,30
903,Ship Street Great,574.086,False,1,30
904,Sigurd Road,277.058,False,2,30
905,Simmons Place,86.778,False,2,30
906,Sir John Rogerson's Quay,569.399,True,2,30
907,Sitric Place,70.996,False,2,30
908,Sitric Road,426.67599999999993,False,2,30
909,Slade Row,271.18399999999997,False,2,30
910,Smithfield,276.604,True,2,30
911,Smithfield Terrace,86.094,True,2,30
912,South Circular Road,2108.906,False,3,30
913,South Cumberland Street,371.234,True,2,30
914,South Frederick Street,166.19400000000002,True,4,50
915,South Great George's Street,635.406,False,4,50
916,Spitalfields,310.06,False,1,30
917,Spring Garden Lane,105.86200000000001,True,,
918,Spring Garden Street,540.451,True,2,30
919,St Anne's Road,384.683,True,1,30
920,St Audeon's Terrace,124.33,False,2,30
921,St Augustine Street,331.483,True,,
922,St Brigid's Road Lower,254.634,False,,
923,St James' Walk,1396.2920000000001,False,,
924,St John's Road West,807.8719999999998,True,,
925,St John's Street,137.756,False,,
926,St Kevin's Avenue,171.03400000000002,False,2,30
927,St Luke's Avenue,683.28,False,3,30
928,St Michael's Hill,65.428,True,,
929,St Michael's Terrace,109.28,False,3,30
930,St Michaels Close,206.32800000000003,False,3,30
931,St Nicholas Place,112.84,False,3,30
932,St Patrick's Road,342.882,False,3,30
933,St Teresa's Gardens,414.10400000000004,False,1,30
934,St. Andrew's Court,150.23600000000002,False,2,30
935,St. Francis Square,48.02,False,2,30
936,St. Patrick's Close,202.12900000000002,True,1,30
937,St. Peter's Court,140.322,False,2,30
938,St. Stephen's Green,2077.907,True,4,30
939,Stable Lane,180.824,False,4,30
940,Stanhope Street,96.734,False,2,30
941,Stanley Street,81.332,False,,
942,Steeven's Lane,437.496,False,,
943,Stephen Street Lower,155.239,True,,
944,Stephen Street Upper,166.763,True,,
945,Stephen's Lane,508.86,False,,
946,Stephen's Place,467.9959999999999,False,3,50
947,Stirrup Lane,142.42000000000002,False,3,50
948,Stoneybatter,231.648,False,3,50
949,Store Street,327.25699999999995,True,3,50
950,Strandville Avenue,314.49199999999996,False,3,50
951,Strandville Place,48.366,False,2,50
952,Sugar House Lane,167.01,False,3,50
953,Sullivan Street,123.418,False,,
954,Summer Place,113.16,False,,
955,Summer Street North,339.26199999999994,False,2,50
956,Summer Street South,326.758,False,2,50
957,Summerhill,1138.554,True,2,30
958,Summerhill Parade,455.69599999999997,False,2,50
959,Summerhill Place,279.68,False,2,50
960,Susan Terrace,294.322,False,,
961,Susanville Road,324.80600000000004,False,2,50
962,Sweeney's Terrace,89.62,False,3,50
963,Swift's Alley,339.072,False,,
964,Swift's Row,62.678,True,2,30
965,Swilly Road,600.6000000000001,False,,
966,Swords Street,260.31,False,,
967,Sycamore Street,110.37099999999998,True,,
968,Synge Street,274.844,False,2,30
969,Synnott Place,121.54599999999999,False,2,30
970,Synnott Row,238.168,False,2,50
971,Taaffe's Place,82.096,False,2,30
972,Talbot Place,227.786,False,2,50
973,Talbot Street,563.965,True,2,30
974,Tara Street,255.292,True,2,30
975,Taylor's Lane,113.516,False,2,50
976,Temple Bar,103.063,True,2,50
977,Temple Cottages,411.01000000000005,False,2,50
978,Temple Court,379.40799999999996,False,2,50
979,Temple Lane North,246.666,False,1,30
980,Temple Street North,357.654,False,2,30
981,Temple Street West,241.746,True,2,30
982,Terrace Place,108.698,False,2,50
983,The Coombe,955.1280000000002,False,2,50
984,Third Avenue,121.49199999999999,False,2,30
985,Thomas Court,200.471,True,2,30
986,Thomas Davis Street,97.298,True,2,30
987,Thomas Street,1180.5600000000002,False,2,30
988,Thomson Cottages,127.798,False,3,50
989,Thor Place,311.16200000000003,False,3,50
990,Tolka Road,639.97,False,2,30
991,Townsend Street,697.252,True,1,30
992,Trinity Street,92.694,True,2,50
993,Tyrrell Place,60.446,False,1,30
994,Ulster Street,153.86599999999999,False,2,50
995,Ulster Terrace,299.11199999999997,False,2,50
996,Upper Abbey Street,309.398,True,1,30
997,Upper Cross Road,484.202,False,1,30
998,Usher Street,374.563,True,,
999,Usher's Island,243.16499999999996,True,1,30
1000,Usher's Quay,324.711,True,2,50
1001,Valentia Parade,242.304,False,2,50
1002,Vernon Street,115.277,True,3,50
1003,Verschoyle Court,616.8480000000001,False,2,50
1004,Vicar Street,202.654,False,3,50
1005,Victoria Quay,538.0659999999999,True,3,50
1006,Viking Place,135.7,False,2,50
1007,Viking Road,310.772,False,2,50
1008,Villa Park,119.694,False,1,30
1009,Ward's Hill,142.684,False,2,50
1010,Warrenmount Place,115.054,False,2,50
1011,Warrington Lane,239.81799999999998,False,,
1012,Warrington Place,387.596,False,1,30
1013,Waterloo Avenue,231.07,False,2,50
1014,Watkins Square,159.87,False,2,50
1015,Watling Street,343.1,True,2,50
1016,Weavers Close,70.846,False,2,50
1017,Weavers Street,244.07500000000002,False,2,50
1018,Weavers' Square,105.934,False,2,50
1019,Wellesley Place,156.624,False,2,50
1020,Wellington Quay,344.882,True,2,50
1021,Wellington Street Lower,336.626,False,2,50
1022,Wellington Street Upper,322.488,False,2,30
1023,Werburgh Street,200.46099999999998,True,2,50
1024,Western Way,723.237,True,2,50
1025,Westland Court,81.262,False,2,30
1026,Westland Row,521.518,True,2,50
1027,Westmoreland Street,233.198,True,2,50
1028,Wexford Street,292.408,True,1,50
1029,Whitefriar Place,92.13300000000001,True,2,50
1030,Whitefriar Street,344.62,False,2,50
1031,Whitworth Avenue,82.09799999999998,False,2,30
1032,Whitworth Parade,85.28999999999999,False,2,50
1033,Whitworth Place,129.977,True,,
1034,Whitworth Road,1288.5390000000002,True,2,50
1035,Wiilson's Place,85.658,False,2,50
1036,Wille Bermingham Place,150.70800000000003,False,4,50
1037,William Street North,354.609,True,2,50
1038,William Street South,222.736,True,4,50
1039,William's Place Lower,65.524,False,2,50
1040,William's Place Upper,65.062,False,2,50
1041,Williams Place South,419.814,False,,
1042,Wilson's Terrace,85.46199999999999,False,2,30
1043,Wilton Place,216.593,True,4,50
1044,Wilton Terrace,268.06,False,2,30
1045,Windmill Lane,361.43600000000004,False,4,50
1046,Winetavern Street,161.321,True,,
1047,Wolfe Tone Quay,508.014,True,,
1048,Wolfe Tone Street,400.534,True,,
1049,Wood Lane,59.26,True,,
1050,Wood Quay,142.48,True,,
1051,Wormwood Gate,92.72800000000001,False,,
1052,Xavier Avenue,148.758,False,2,30
1053,Yarnhall Street,305.46,False,1,30
1054,York Street,420.41700000000003,True,2,30
